Date_ymd,Interval,N_days_since_1901_01_01
2007-10-01,1901-01-01 UTC--2007-10-01 UTC,38989
2007-11-01,1901-01-01 UTC--2007-11-01 UTC,39020
2007-12-01,1901-01-01 UTC--2007-12-01 UTC,39050
2008-01-01,1901-01-01 UTC--2008-01-01 UTC,39081
2008-02-01,1901-01-01 UTC--2008-02-01 UTC,39112
2008-03-01,1901-01-01 UTC--2008-03-01 UTC,39141
2008-04-01,1901-01-01 UTC--2008-04-01 UTC,39172
2008-05-01,1901-01-01 UTC--2008-05-01 UTC,39202
2008-06-01,1901-01-01 UTC--2008-06-01 UTC,39233
2008-07-01,1901-01-01 UTC--2008-07-01 UTC,39263
2008-08-01,1901-01-01 UTC--2008-08-01 UTC,39294
2008-09-01,1901-01-01 UTC--2008-09-01 UTC,39325
2008-10-01,1901-01-01 UTC--2008-10-01 UTC,39355
2008-11-01,1901-01-01 UTC--2008-11-01 UTC,39386
2008-12-01,1901-01-01 UTC--2008-12-01 UTC,39416
2009-01-01,1901-01-01 UTC--2009-01-01 UTC,39447
2009-02-01,1901-01-01 UTC--2009-02-01 UTC,39478
2009-03-01,1901-01-01 UTC--2009-03-01 UTC,39506
2009-04-01,1901-01-01 UTC--2009-04-01 UTC,39537
2009-05-01,1901-01-01 UTC--2009-05-01 UTC,39567
2009-06-01,1901-01-01 UTC--2009-06-01 UTC,39598
2009-07-01,1901-01-01 UTC--2009-07-01 UTC,39628
2009-08-01,1901-01-01 UTC--2009-08-01 UTC,39659
2009-09-01,1901-01-01 UTC--2009-09-01 UTC,39690
2009-10-01,1901-01-01 UTC--2009-10-01 UTC,39720
2009-11-01,1901-01-01 UTC--2009-11-01 UTC,39751
2009-12-01,1901-01-01 UTC--2009-12-01 UTC,39781
2010-01-01,1901-01-01 UTC--2010-01-01 UTC,39812
2010-02-01,1901-01-01 UTC--2010-02-01 UTC,39843
2010-03-01,1901-01-01 UTC--2010-03-01 UTC,39871
2010-04-01,1901-01-01 UTC--2010-04-01 UTC,39902
2010-05-01,1901-01-01 UTC--2010-05-01 UTC,39932
2010-06-01,1901-01-01 UTC--2010-06-01 UTC,39963
2010-07-01,1901-01-01 UTC--2010-07-01 UTC,39993
2010-08-01,1901-01-01 UTC--2010-08-01 UTC,40024
2010-09-01,1901-01-01 UTC--2010-09-01 UTC,40055
2010-10-01,1901-01-01 UTC--2010-10-01 UTC,40085
2010-11-01,1901-01-01 UTC--2010-11-01 UTC,40116
2010-12-01,1901-01-01 UTC--2010-12-01 UTC,40146
