Date_ymd,Interval,N_days_since_1841_01_01
1/1/42,1841-01-01 UTC--1942-01-01 UTC,36889
1/2/42,1841-01-01 UTC--1942-02-01 UTC,36920
1/3/42,1841-01-01 UTC--1942-03-01 UTC,36948
1/4/42,1841-01-01 UTC--1942-04-01 UTC,36979
1/5/42,1841-01-01 UTC--1942-05-01 UTC,37009
1/6/42,1841-01-01 UTC--1942-06-01 UTC,37040
1/7/42,1841-01-01 UTC--1942-07-01 UTC,37070
1/8/42,1841-01-01 UTC--1942-08-01 UTC,37101
1/9/42,1841-01-01 UTC--1942-09-01 UTC,37132
1/10/42,1841-01-01 UTC--1942-10-01 UTC,37162
1/11/42,1841-01-01 UTC--1942-11-01 UTC,37193
1/12/42,1841-01-01 UTC--1942-12-01 UTC,37223
1/1/43,1841-01-01 UTC--1943-01-01 UTC,37254
1/2/43,1841-01-01 UTC--1943-02-01 UTC,37285
1/3/43,1841-01-01 UTC--1943-03-01 UTC,37313
1/4/43,1841-01-01 UTC--1943-04-01 UTC,37344
1/5/43,1841-01-01 UTC--1943-05-01 UTC,37374
1/6/43,1841-01-01 UTC--1943-06-01 UTC,37405
1/7/43,1841-01-01 UTC--1943-07-01 UTC,37435
1/8/43,1841-01-01 UTC--1943-08-01 UTC,37466
1/9/43,1841-01-01 UTC--1943-09-01 UTC,37497
1/10/43,1841-01-01 UTC--1943-10-01 UTC,37527
1/11/43,1841-01-01 UTC--1943-11-01 UTC,37558
1/12/43,1841-01-01 UTC--1943-12-01 UTC,37588
1/1/44,1841-01-01 UTC--1944-01-01 UTC,37619
1/2/44,1841-01-01 UTC--1944-02-01 UTC,37650
1/3/44,1841-01-01 UTC--1944-03-01 UTC,37679
1/4/44,1841-01-01 UTC--1944-04-01 UTC,37710
1/5/44,1841-01-01 UTC--1944-05-01 UTC,37740
1/6/44,1841-01-01 UTC--1944-06-01 UTC,37771
1/7/44,1841-01-01 UTC--1944-07-01 UTC,37801
1/8/44,1841-01-01 UTC--1944-08-01 UTC,37832
1/9/44,1841-01-01 UTC--1944-09-01 UTC,37863
1/10/44,1841-01-01 UTC--1944-10-01 UTC,37893
1/11/44,1841-01-01 UTC--1944-11-01 UTC,37924
1/12/44,1841-01-01 UTC--1944-12-01 UTC,37954
1/1/45,1841-01-01 UTC--1945-01-01 UTC,37985
1/2/45,1841-01-01 UTC--1945-02-01 UTC,38016
1/3/45,1841-01-01 UTC--1945-03-01 UTC,38044
1/4/45,1841-01-01 UTC--1945-04-01 UTC,38075
1/5/45,1841-01-01 UTC--1945-05-01 UTC,38105
1/6/45,1841-01-01 UTC--1945-06-01 UTC,38136
1/7/45,1841-01-01 UTC--1945-07-01 UTC,38166
1/8/45,1841-01-01 UTC--1945-08-01 UTC,38197
1/9/45,1841-01-01 UTC--1945-09-01 UTC,38228
1/10/45,1841-01-01 UTC--1945-10-01 UTC,38258
1/11/45,1841-01-01 UTC--1945-11-01 UTC,38289
1/12/45,1841-01-01 UTC--1945-12-01 UTC,38319
1/1/46,1841-01-01 UTC--1946-01-01 UTC,38350
1/2/46,1841-01-01 UTC--1946-02-01 UTC,38381
1/3/46,1841-01-01 UTC--1946-03-01 UTC,38409
1/4/46,1841-01-01 UTC--1946-04-01 UTC,38440
1/5/46,1841-01-01 UTC--1946-05-01 UTC,38470
1/6/46,1841-01-01 UTC--1946-06-01 UTC,38501
1/7/46,1841-01-01 UTC--1946-07-01 UTC,38531
1/8/46,1841-01-01 UTC--1946-08-01 UTC,38562
1/9/46,1841-01-01 UTC--1946-09-01 UTC,38593
1/10/46,1841-01-01 UTC--1946-10-01 UTC,38623
1/11/46,1841-01-01 UTC--1946-11-01 UTC,38654
1/12/46,1841-01-01 UTC--1946-12-01 UTC,38684
1/1/47,1841-01-01 UTC--1947-01-01 UTC,38715
1/2/47,1841-01-01 UTC--1947-02-01 UTC,38746
1/3/47,1841-01-01 UTC--1947-03-01 UTC,38774
1/4/47,1841-01-01 UTC--1947-04-01 UTC,38805
1/5/47,1841-01-01 UTC--1947-05-01 UTC,38835
1/6/47,1841-01-01 UTC--1947-06-01 UTC,38866
1/7/47,1841-01-01 UTC--1947-07-01 UTC,38896
1/8/47,1841-01-01 UTC--1947-08-01 UTC,38927
1/9/47,1841-01-01 UTC--1947-09-01 UTC,38958
1/10/47,1841-01-01 UTC--1947-10-01 UTC,38988
1/11/47,1841-01-01 UTC--1947-11-01 UTC,39019
1/12/47,1841-01-01 UTC--1947-12-01 UTC,39049
1/1/48,1841-01-01 UTC--1948-01-01 UTC,39080
1/2/48,1841-01-01 UTC--1948-02-01 UTC,39111
1/3/48,1841-01-01 UTC--1948-03-01 UTC,39140
1/4/48,1841-01-01 UTC--1948-04-01 UTC,39171
1/5/48,1841-01-01 UTC--1948-05-01 UTC,39201
1/6/48,1841-01-01 UTC--1948-06-01 UTC,39232
1/7/48,1841-01-01 UTC--1948-07-01 UTC,39262
1/8/48,1841-01-01 UTC--1948-08-01 UTC,39293
1/9/48,1841-01-01 UTC--1948-09-01 UTC,39324
1/10/48,1841-01-01 UTC--1948-10-01 UTC,39354
1/11/48,1841-01-01 UTC--1948-11-01 UTC,39385
1/12/48,1841-01-01 UTC--1948-12-01 UTC,39415
1/1/49,1841-01-01 UTC--1949-01-01 UTC,39446
1/2/49,1841-01-01 UTC--1949-02-01 UTC,39477
1/3/49,1841-01-01 UTC--1949-03-01 UTC,39505
1/4/49,1841-01-01 UTC--1949-04-01 UTC,39536
1/5/49,1841-01-01 UTC--1949-05-01 UTC,39566
1/6/49,1841-01-01 UTC--1949-06-01 UTC,39597
1/7/49,1841-01-01 UTC--1949-07-01 UTC,39627
1/8/49,1841-01-01 UTC--1949-08-01 UTC,39658
1/9/49,1841-01-01 UTC--1949-09-01 UTC,39689
1/10/49,1841-01-01 UTC--1949-10-01 UTC,39719
1/11/49,1841-01-01 UTC--1949-11-01 UTC,39750
1/12/49,1841-01-01 UTC--1949-12-01 UTC,39780
1/1/50,1841-01-01 UTC--1950-01-01 UTC,39811
1/2/50,1841-01-01 UTC--1950-02-01 UTC,39842
1/3/50,1841-01-01 UTC--1950-03-01 UTC,39870
1/4/50,1841-01-01 UTC--1950-04-01 UTC,39901
1/5/50,1841-01-01 UTC--1950-05-01 UTC,39931
1/6/50,1841-01-01 UTC--1950-06-01 UTC,39962
1/7/50,1841-01-01 UTC--1950-07-01 UTC,39992
1/8/50,1841-01-01 UTC--1950-08-01 UTC,40023
1/9/50,1841-01-01 UTC--1950-09-01 UTC,40054
1/10/50,1841-01-01 UTC--1950-10-01 UTC,40084
1/11/50,1841-01-01 UTC--1950-11-01 UTC,40115
1/12/50,1841-01-01 UTC--1950-12-01 UTC,40145
1/1/51,1841-01-01 UTC--1951-01-01 UTC,40176
1/2/51,1841-01-01 UTC--1951-02-01 UTC,40207
1/3/51,1841-01-01 UTC--1951-03-01 UTC,40235
1/4/51,1841-01-01 UTC--1951-04-01 UTC,40266
1/5/51,1841-01-01 UTC--1951-05-01 UTC,40296
1/6/51,1841-01-01 UTC--1951-06-01 UTC,40327
1/7/51,1841-01-01 UTC--1951-07-01 UTC,40357
1/8/51,1841-01-01 UTC--1951-08-01 UTC,40388
1/9/51,1841-01-01 UTC--1951-09-01 UTC,40419
1/10/51,1841-01-01 UTC--1951-10-01 UTC,40449
1/11/51,1841-01-01 UTC--1951-11-01 UTC,40480
1/12/51,1841-01-01 UTC--1951-12-01 UTC,40510
1/1/52,1841-01-01 UTC--1952-01-01 UTC,40541
1/2/52,1841-01-01 UTC--1952-02-01 UTC,40572
1/3/52,1841-01-01 UTC--1952-03-01 UTC,40601
1/4/52,1841-01-01 UTC--1952-04-01 UTC,40632
1/5/52,1841-01-01 UTC--1952-05-01 UTC,40662
1/6/52,1841-01-01 UTC--1952-06-01 UTC,40693
1/7/52,1841-01-01 UTC--1952-07-01 UTC,40723
1/8/52,1841-01-01 UTC--1952-08-01 UTC,40754
1/9/52,1841-01-01 UTC--1952-09-01 UTC,40785
1/10/52,1841-01-01 UTC--1952-10-01 UTC,40815
1/11/52,1841-01-01 UTC--1952-11-01 UTC,40846
1/12/52,1841-01-01 UTC--1952-12-01 UTC,40876
1/1/53,1841-01-01 UTC--1953-01-01 UTC,40907
1/2/53,1841-01-01 UTC--1953-02-01 UTC,40938
1/3/53,1841-01-01 UTC--1953-03-01 UTC,40966
1/4/53,1841-01-01 UTC--1953-04-01 UTC,40997
1/5/53,1841-01-01 UTC--1953-05-01 UTC,41027
1/6/53,1841-01-01 UTC--1953-06-01 UTC,41058
1/7/53,1841-01-01 UTC--1953-07-01 UTC,41088
1/8/53,1841-01-01 UTC--1953-08-01 UTC,41119
1/9/53,1841-01-01 UTC--1953-09-01 UTC,41150
1/10/53,1841-01-01 UTC--1953-10-01 UTC,41180
1/11/53,1841-01-01 UTC--1953-11-01 UTC,41211
1/12/53,1841-01-01 UTC--1953-12-01 UTC,41241
1/1/54,1841-01-01 UTC--1954-01-01 UTC,41272
1/2/54,1841-01-01 UTC--1954-02-01 UTC,41303
1/3/54,1841-01-01 UTC--1954-03-01 UTC,41331
1/4/54,1841-01-01 UTC--1954-04-01 UTC,41362
1/5/54,1841-01-01 UTC--1954-05-01 UTC,41392
1/6/54,1841-01-01 UTC--1954-06-01 UTC,41423
1/7/54,1841-01-01 UTC--1954-07-01 UTC,41453
1/8/54,1841-01-01 UTC--1954-08-01 UTC,41484
1/9/54,1841-01-01 UTC--1954-09-01 UTC,41515
1/10/54,1841-01-01 UTC--1954-10-01 UTC,41545
1/11/54,1841-01-01 UTC--1954-11-01 UTC,41576
1/12/54,1841-01-01 UTC--1954-12-01 UTC,41606
1/1/55,1841-01-01 UTC--1955-01-01 UTC,41637
1/2/55,1841-01-01 UTC--1955-02-01 UTC,41668
1/3/55,1841-01-01 UTC--1955-03-01 UTC,41696
1/4/55,1841-01-01 UTC--1955-04-01 UTC,41727
1/5/55,1841-01-01 UTC--1955-05-01 UTC,41757
1/6/55,1841-01-01 UTC--1955-06-01 UTC,41788
1/7/55,1841-01-01 UTC--1955-07-01 UTC,41818
1/8/55,1841-01-01 UTC--1955-08-01 UTC,41849
1/9/55,1841-01-01 UTC--1955-09-01 UTC,41880
1/10/55,1841-01-01 UTC--1955-10-01 UTC,41910
1/11/55,1841-01-01 UTC--1955-11-01 UTC,41941
1/12/55,1841-01-01 UTC--1955-12-01 UTC,41971
1/1/56,1841-01-01 UTC--1956-01-01 UTC,42002
1/2/56,1841-01-01 UTC--1956-02-01 UTC,42033
1/3/56,1841-01-01 UTC--1956-03-01 UTC,42062
1/4/56,1841-01-01 UTC--1956-04-01 UTC,42093
1/5/56,1841-01-01 UTC--1956-05-01 UTC,42123
1/6/56,1841-01-01 UTC--1956-06-01 UTC,42154
1/7/56,1841-01-01 UTC--1956-07-01 UTC,42184
1/8/56,1841-01-01 UTC--1956-08-01 UTC,42215
1/9/56,1841-01-01 UTC--1956-09-01 UTC,42246
1/10/56,1841-01-01 UTC--1956-10-01 UTC,42276
1/11/56,1841-01-01 UTC--1956-11-01 UTC,42307
1/12/56,1841-01-01 UTC--1956-12-01 UTC,42337
1/1/57,1841-01-01 UTC--1957-01-01 UTC,42368
1/2/57,1841-01-01 UTC--1957-02-01 UTC,42399
1/3/57,1841-01-01 UTC--1957-03-01 UTC,42427
1/4/57,1841-01-01 UTC--1957-04-01 UTC,42458
1/5/57,1841-01-01 UTC--1957-05-01 UTC,42488
1/6/57,1841-01-01 UTC--1957-06-01 UTC,42519
1/7/57,1841-01-01 UTC--1957-07-01 UTC,42549
1/8/57,1841-01-01 UTC--1957-08-01 UTC,42580
1/9/57,1841-01-01 UTC--1957-09-01 UTC,42611
1/10/57,1841-01-01 UTC--1957-10-01 UTC,42641
1/11/57,1841-01-01 UTC--1957-11-01 UTC,42672
1/12/57,1841-01-01 UTC--1957-12-01 UTC,42702
1/1/58,1841-01-01 UTC--1958-01-01 UTC,42733
1/2/58,1841-01-01 UTC--1958-02-01 UTC,42764
1/3/58,1841-01-01 UTC--1958-03-01 UTC,42792
1/4/58,1841-01-01 UTC--1958-04-01 UTC,42823
1/5/58,1841-01-01 UTC--1958-05-01 UTC,42853
1/6/58,1841-01-01 UTC--1958-06-01 UTC,42884
1/7/58,1841-01-01 UTC--1958-07-01 UTC,42914
1/8/58,1841-01-01 UTC--1958-08-01 UTC,42945
1/9/58,1841-01-01 UTC--1958-09-01 UTC,42976
1/10/58,1841-01-01 UTC--1958-10-01 UTC,43006
1/11/58,1841-01-01 UTC--1958-11-01 UTC,43037
1/12/58,1841-01-01 UTC--1958-12-01 UTC,43067
1/1/59,1841-01-01 UTC--1959-01-01 UTC,43098
1/2/59,1841-01-01 UTC--1959-02-01 UTC,43129
1/3/59,1841-01-01 UTC--1959-03-01 UTC,43157
1/4/59,1841-01-01 UTC--1959-04-01 UTC,43188
1/5/59,1841-01-01 UTC--1959-05-01 UTC,43218
1/6/59,1841-01-01 UTC--1959-06-01 UTC,43249
1/7/59,1841-01-01 UTC--1959-07-01 UTC,43279
1/8/59,1841-01-01 UTC--1959-08-01 UTC,43310
1/9/59,1841-01-01 UTC--1959-09-01 UTC,43341
1/10/59,1841-01-01 UTC--1959-10-01 UTC,43371
1/11/59,1841-01-01 UTC--1959-11-01 UTC,43402
1/12/59,1841-01-01 UTC--1959-12-01 UTC,43432
1/1/60,1841-01-01 UTC--1960-01-01 UTC,43463
1/2/60,1841-01-01 UTC--1960-02-01 UTC,43494
1/3/60,1841-01-01 UTC--1960-03-01 UTC,43523
1/4/60,1841-01-01 UTC--1960-04-01 UTC,43554
1/5/60,1841-01-01 UTC--1960-05-01 UTC,43584
1/6/60,1841-01-01 UTC--1960-06-01 UTC,43615
1/7/60,1841-01-01 UTC--1960-07-01 UTC,43645
1/8/60,1841-01-01 UTC--1960-08-01 UTC,43676
1/9/60,1841-01-01 UTC--1960-09-01 UTC,43707
1/10/60,1841-01-01 UTC--1960-10-01 UTC,43737
1/11/60,1841-01-01 UTC--1960-11-01 UTC,43768
1/12/60,1841-01-01 UTC--1960-12-01 UTC,43798
